type,title_clean,cast_clean,listed_in_clean,description_clean,genres,release_year,duration,country,rating,country_encoded,rating_encoded
1,sudden,rui en romeo tan rebecca lim zhang zhenhuan,international tv show romantic tv show tv drama,car accident sends four lawyer spiraling different direction scramble rebuild shattered life,"['international', 'tv', 'show', 'romantic', 'tv', 'show', 'tv', 'drama']",2013,1 Season,Singapore,TV-14,419,9
1,dream catcher,rui en tay ping hui jesseca liu shaun chen elvin ng nat ho dawn yeoh paige chua zhang zhenhuan,international tv show romantic tv show tv drama,four engineer different walk life cross path pursuit selfless dream making world better place – finding love,"['international', 'tv', 'show', 'romantic', 'tv', 'show', 'tv', 'drama']",2009,1 Season,Singapore,TV-14,419,9
0,lion woman,rolf lassgård kjersti tveterås rolf kristian larsen ole johan skjelbredknutsen karenlise mynster ida ursinholm lisa loven kongsli connie nielsen henrik mestad kåre conradi mathilde thomine storm,drama international movie,girl born condition cause abnormal hair growth across body try cope challenge different,"['drama', 'international', 'movie']",2016,118 min,"Norway, Germany",TV-14,374,9
0,verónica,arcelia ramírez olga segura sofía garza,drama independent movie international movie,reclusive psychologist agrees treat patient – whose therapist missing – remote cabin woman test others boundary,"['drama', 'independent', 'movie', 'international', 'movie']",2017,81 min,Mexico,TV-MA,342,11
1,put table,amber sun kefang chang yaojen wang manchiao han chung chris lee yan yulin kiki chen steven chiang,international tv show tv drama,based life tv chef fu peimei drama follows two woman – one rich poor – fortuitously cross path 1950s taiwan,"['international', 'tv', 'show', 'tv', 'drama']",2017,1 Season,Taiwan,TV-14,483,9
1,royal house windsor,unknown,british tv show docuseries international tv show,drawing newly available info show trace british royal family survived last 100 year power struggle politics,"['british', 'tv', 'show', 'docuseries', 'international', 'tv', 'show']",2017,1 Season,United Kingdom,TV-MA,506,11
0,geralds game,carla gugino bruce greenwood henry thomas carel struycken chiara aurelia,horror movie thriller,husband sex game go wrong jessie – handcuffed bed remote lake house – face warped vision dark secret dire choice,"['horror', 'movie', 'thriller']",2017,103 min,United States,TV-MA,603,11
0,long shot,unknown,documentary,juan catalan arrested murder didnt commit build case innocence around raw footage popular tv show documentary,['documentary'],2017,40 min,United States,TV-14,603,9
1,mak cun,erma fatima rahim razali umie aida nora danish,international tv show tv comedy tv drama,woman entrepreneurial spirit take life hand starting beauty cream business inspires woman take chance,"['international', 'tv', 'show', 'tv', 'comedy', 'tv', 'drama']",2015,1 Season,Unknown,TV-PG,736,12
0,soul night,robert redford jane fonda bruce dern matthias schoenaerts iain armitage judy greer phyllis somerville,drama romantic movie,widowed neighbor addie louis begin sleeping bed together platonically alleviate loneliness real romance begin blossom,"['drama', 'romantic', 'movie']",2017,103 min,United States,TV-14,603,9
0,thin air,unknown,documentary international movie,picking 40 year six convicted two strange murder iceland chilling documentary prof confession ’ always trusted,"['documentary', 'international', 'movie']",2017,85 min,Unknown,TV-MA,736,11
1,paul hollywood big continental road trip,paul hollywood,british tv show docuseries international tv show,gear fastpaced journey celebrity chef avid auto enthusiast paul hollywood take car culture france italy germany,"['british', 'tv', 'show', 'docuseries', 'international', 'tv', 'show']",2017,1 Season,United Kingdom,TV-14,506,9
1,real rob,rob schneider patricia schneider jamie lissow miranda scarlett schneider,tv comedy,go inside world comedian actor rob schneider comedy series follows ups down career family life,"['tv', 'comedy']",2017,2 Seasons,United States,TV-MA,603,11
1,satu hari,sara ali remy ishak rita rudaini mirza salihovic hafizul kamal miller khan,international tv show tv drama,man haunted wife affair move sarajevo start love fate force choose new life old loyalty,"['international', 'tv', 'show', 'tv', 'drama']",2014,1 Season,Unknown,TV-PG,736,12
0,much loved,loubna abidar asmaa lazrak halima karaouane sara el mhamdi elaaloui abdellah didane danny boushebel carlo brandt camélia montassere,drama independent movie international movie,four friend make living prostitute morocco deal danger stigma come profession,"['drama', 'independent', 'movie', 'international', 'movie']",2015,104 min,"France, Morocco",TV-MA,193,11
0,def comedy jam 25,dave chappelle steve harvey cedric entertainer martin lawrence tiffany haddish katt williams craig robinson dl hughley eddie griffin jb smoove joe torry kid capri mike epps sheryl underwood tracy morgan deon cole,standup comedy,special live event giant standup come together commemorate 25th anniversary russell simmonss groundbreaking def comedy jam,"['standup', 'comedy']",2017,82 min,United States,TV-MA,603,11
1,terrace house aloha state,reina triendl ryota yamasato yoshimi tokui azusa babazono kentaro,international tv show reality tv,beautiful island oahu host new batch six stranger share single roof multiple conflict script reality series,"['international', 'tv', 'show', 'reality', 'tv']",2017,4 Seasons,"United States, Japan",TV-14,686,9
1,dark matter,marc bendavid melissa oneil anthony lemke alex mallari jr jodelle ferland roger cross zoie palmer,tv scifi fantasy tv thriller,waking aboard derelict spaceship memory crew raza investigates mystery identity destination,"['tv', 'scifi', 'fantasy', 'tv', 'thriller']",2017,3 Seasons,Canada,TV-14,58,9
0,swearnet movie,mike smith john paul tremblay robb well patrick roach mishael morgan sarah jurgens shannon leroux dana wood howard jerome tom green,comedy international movie,losing tv network deal trailer park boy launch internet series soon confront personal creative difference,"['comedy', 'international', 'movie']",2014,112 min,Canada,NC-17,58,4
0,bar,blanca suárez mario casas carmen machi secun de la rosa jaime ordoñez terele pávez joaquín climent alejandro awada,comedy horror movie international movie,stranger holed madrid bar witnessing murder begin turn panic set body count rise,"['comedy', 'horror', 'movie', 'international', 'movie']",2017,102 min,"Spain, Argentina",TV-MA,445,11
0,gaga five foot two,lady gaga,documentary music musical,follow pop provocateur lady gaga release new album prep super bowl halftime show confronts physical emotional struggle,"['documentary', 'music', 'musical']",2017,101 min,United States,TV-MA,603,11
0,bad batch,suki waterhouse jason momoa keanu reef jim carrey giovanni ribisi yolonda ross,drama independent movie thriller,banished wasteland undesirable young woman struggle find foot among drugsoaked desert society enclave cannibal,"['drama', 'independent', 'movie', 'thriller']",2016,119 min,United States,R,603,8
0,jerry seinfeld,jerry seinfeld,standup comedy,jerry seinfeld return club gave start 1970s mixing iconic joke story childhood early day comedy,"['standup', 'comedy']",2017,62 min,United States,TV-14,603,9
0,barbie dolphin magic,erica lindbeck shannon chankent kazumi evans claire corlett ciana swale adrian petriw maryke hendrikse paul dobson garry chalk,child family movie,visiting ken exploring coral reef barbie sister make amazing discovery meet mysterious new friend,"['child', 'family', 'movie']",2017,64 min,"United States, Canada",TV-Y,621,13
0,first killed father,sreymoch sareum kompheak phoeung socheata sveng dara heng sothea khoun sreyneang oun kimhak mun chenda run nika sarun nita sarun,drama,5yearold girl embarks harrowing quest survival amid sudden rise terrifying reign khmer rouge cambodia,['drama'],2017,137 min,"Cambodia, United States",TV-MA,56,11
0,strong island,unknown,documentary,force family grief racial injustice converge powerful documentary exploring murder filmmaker yance ford brother,['documentary'],2017,108 min,"United States, Denmark",TV-MA,641,11
1,veggietales city,phil vischer mike nawrocki rob paulsen tress macneille,kid tv,exciting trip big city ski slope beyond veggie friend expand horizon learn valuable faithbased lesson,"['kid', 'tv']",2017,2 Seasons,United States,TV-Y,603,13
0,ghost mountain,antoine fuqua,child family movie documentary,international group filmmaker set mission get close personal family elusive snow leopard,"['child', 'family', 'movie', 'documentary']",2017,78 min,United States,G,603,3
1,offspring,asher keddie kat stewart richard davy linda cropper jane harber alicia gardiner lachy hulme eddie perfect deborah mailman john water,tv comedy tv drama,melbourne obstetrician thirty struggle increasingly chaotic family romantic professional aspect life drama,"['tv', 'comedy', 'tv', 'drama']",2017,7 Seasons,Australia,TV-MA,15,11
0,heroine,unknown,documentary,documentary follows three woman – fire chief judge street missionary – battle west virginia devastating opioid epidemic,['documentary'],2017,40 min,United States,TV-14,603,9
0,jeff dunham relative disaster,jeff dunham,standup comedy,ventriloquist jeff dunham brings rude slightly demented posse puppet ireland gleeful skewering family politics,"['standup', 'comedy']",2017,71 min,United States,TV-MA,603,11
0,realityhigh,nesta cooper kate walsh john michael higgins keith power alicia sanz jake borelli kid ink yousef erakat rebekah graf anne winter peter gilroy patrick davis,comedy,nerdy high schooler dani finally attracts interest longtime crush land cross hair ex social medium celebrity,['comedy'],2017,99 min,United States,TV-14,603,9
1,apache,alberto ammann eloy azorín verónica echegui lucía jiménez claudia traisac,crime tv show international tv show spanishlanguage tv show,young journalist forced life crime save father family series based novel miguel sáez carral,"['crime', 'tv', 'show', 'international', 'tv', 'show', 'spanishlanguage', 'tv', 'show']",2016,1 Season,Spain,TV-MA,444,11
0,fabrizio copano solo pienso en mi,fabrizio copano,standup comedy,fabrizio copano take audience participation next level standup set reflecting sperm bank family whatsapp group,"['standup', 'comedy']",2017,60 min,Chile,TV-MA,96,11
1,fire chaser,unknown,docuseries science nature tv,california 2016 fire season rage brave backcountry firefighter race put flame protect home save life docuseries,"['docuseries', 'science', 'nature', 'tv']",2017,1 Season,United States,TV-MA,603,11
0,joaquín reyes una más,joaquín reyes,standup comedy,comedian celebrity impersonator joaquín reyes decides zesty self night story bus bathroom habit royalty,"['standup', 'comedy']",2017,78 min,Unknown,TV-MA,736,11
0,carrie pilby,bel powley nathan lane vanessa bayer gabriel byrne jason ritter colin odonoghue william moseley desmin borges,comedy drama,socially awkward 19yearold genius make big plan step shell make friend get job – maybe – even go date,"['comedy', 'drama']",2016,98 min,United States,TV-MA,603,11
0,marc maron real,marc maron,standup comedy,battlescarred standup comedian marc maron unleashes storm idea meditation mortality documentary film weird modern world,"['standup', 'comedy']",2017,70 min,United States,TV-MA,603,11
1,tomorrow,joshua sasse torus anderson jonathan langdon sarayu blue jesse rath amy pietz,romantic tv show tv comedy tv drama,straitjacketed life turned topsyturvy hunky xavier evie discovers new freedom – even though man might endofdays crackpot,"['romantic', 'tv', 'show', 'tv', 'comedy', 'tv', 'drama']",2016,1 Season,United States,TV-PG,603,12
1,reign,adelaide kane megan follows torrance coombs toby regbo jenessa grant celina sinden caitlin stasey anna popplewell alan van sprang rossif sutherland jonathan keltz sean teale craig parker,tv drama,vivid historical drama series tell rise power mary queen scot amid court full sexual political intrigue,"['tv', 'drama']",2017,4 Seasons,United States,TV-14,603,9
1,frequency,peyton list riley smith mekhi phifer devin kelley lenny jacobson daniel bonjour anthony ruivivar,crime tv show tv drama tv mystery,detective seizes precious opportunity change past find communicate deceased estranged father via time warp,"['crime', 'tv', 'show', 'tv', 'drama', 'tv', 'mystery']",2016,1 Season,United States,TV-14,603,9
1,vampire diary,nina dobrev paul wesley ian somerhalder steven r mcqueen sara canning kat graham candice king zach roerig michael trevino matthew davis joseph morgan,tv drama tv mystery tv scifi fantasy,trapped adolescent body feuding vampire brother stefan damon vie affection captivating teenager elena,"['tv', 'drama', 'tv', 'mystery', 'tv', 'scifi', 'fantasy']",2016,8 Seasons,United States,TV-14,603,9
1,boy name flora,crowd lu tsai chennan lotus wang fan chumei hsieh yingshiuan vera yen cammy chiang,international tv show tv comedy tv drama,28yearold layabout begin reexamine life dysfunctional family assembles pay respect dying grandmother ’ pas,"['international', 'tv', 'show', 'tv', 'comedy', 'tv', 'drama']",2017,1 Season,Taiwan,TV-MA,483,11
1,house block,eli shi phoebe lin chen wanting fan chenfei lu hsuehfeng figaro tseng winnie chang elten ting,international tv show tv drama tv horror,yijuan mentally ill sister kaiqi struggle happy face misfortune criminal intrigue marital strife exorcism ghost,"['international', 'tv', 'show', 'tv', 'drama', 'tv', 'horror']",2017,1 Season,Taiwan,TV-PG,483,12
0,aakhri adaalat,vinod khanna dimple kapadia jackie shroff sonam vinod mehra shafi inamdar gulshan grover roopesh kumar,action adventure international movie,intrepid police inspector forced desk job must take matter hand ruthless criminal released technicality,"['action', 'adventure', 'international', 'movie']",1988,148 min,India,TV-14,251,9
0,alias jj la celebridad del mal,unknown,documentary international movie,witness public figure respond controversial claim pablo escobar made medellín cartel sole survivor john jairo velásquez,"['documentary', 'international', 'movie']",2017,54 min,Unknown,TV-MA,736,11
0,berserk golden age arc ii battle doldrey,hiroaki iwanaga takahiro sakurai toa yukinari yuki kaji minako kotobuki takahiro fujiwara yoshiro matsumoto kazuki yao aki toyosaki rikiya koyama kenta miyake nobuyuki katsube houchu ohtsuka takayuki sugo,action adventure anime feature international movie,three year gut believed mission pursue griffith dream together order become griffith equal truly called friend gut realizes leave band hawk,"['action', 'adventure', 'anime', 'feature', 'international', 'movie']",2012,92 min,Japan,TV-MA,319,11
0,berserk golden age arc iii advent,hiroaki iwanaga takahiro sakurai toa yukinari yuki kaji yoshiro matsumoto minako kotobuki takahiro fujiwara kazuki yao yuichi nakamura aki toyosaki akio otsuka,action adventure anime feature international movie,year left band hawk gut rejoins epic battle vanquish god hand save griffith hellish fate,"['action', 'adventure', 'anime', 'feature', 'international', 'movie']",2013,107 min,Japan,TV-MA,319,11
0,brother shadow,scott cohen judd hirsch susan floyd elliot korte ruben santiagohudson james murtaugh ato essandoh toby poser diane kagan john di benedetto jerry matz lisa emery,drama independent movie,serving time jail disgraced son return family business new york struggle fill shoe late twin brother,"['drama', 'independent', 'movie']",2006,90 min,United States,TV-MA,603,11
0,chadi jawani budhe nu,anand,comedy international movie romantic movie,reaching 40th birthday egotistical businessman kick midlife crisis deciding secure mistress,"['comedy', 'international', 'movie', 'romantic', 'movie']",1976,135 min,India,TV-PG,251,12
0,ek jaan hain hum,rajiv kapoor divya rana shammi kapoor tanuja kiran vairale rakesh bedi gulshan grover monty sharma,drama international movie music musical,trying win beloved ’ parent young man accused arson father soon realizes insanity may defense,"['drama', 'international', 'movie', 'music', 'musical']",1983,151 min,India,TV-14,251,9
1,final fantasy xiv dad light,yudai chiba ren osugi fumika baba yoshihiko hakamada hatsunori hasegawa mako ishino,international tv show tv drama,father son rekindle bond online roleplaying game final fantasy xiv liveaction series based true story,"['international', 'tv', 'show', 'tv', 'drama']",2017,1 Season,Japan,TV-PG,319,12
1,gurren lagann,tetsuya kakihara katsuyuki konishi marina inoue masaya onosaka nobuyuki hiyama shizuka ito daiki nakamura kisho taniyama rina sato kana ueda kana asumi mitsuki saiga takako honda yukari fukui kiyoyuki yanada michiko neya akio suyama kiyoshi kawakubo narushi ikeda andrea kwan brett weaver bridget hoffman dave bridge david lee mckinney hynden walch kyle hebert michelle ruff yuri lowenthal,anime series international tv show,young laborer escape world aboveground discovers violent land human battle robot controlled powerhungry noble,"['anime', 'series', 'international', 'tv', 'show']",2007,1 Season,Japan,TV-14,319,9
1,high risk,unknown,docuseries reality tv,scientist snake handler series explores motivates people put jeopardy perform extraordinary feat,"['docuseries', 'reality', 'tv']",1988,1 Season,United States,TV-PG,603,12
0,khoon khoon,danny denzongpa mahendra sandhu rekha faryal helen jagdeep,action adventure international movie,crazed killer blaze trail blood anxious city hardened cop aim take mean remake “ dirty harry ”,"['action', 'adventure', 'international', 'movie']",1973,132 min,India,TV-14,251,9
1,lego elf secret elvendale,ashleigh ball erin mathews rebecca husain kyle rideout riley murdock vincent tong nicole oliver scott mcneil kathleen barr,kid tv,armed powerful amulet teenage guardian tasked protecting little sister – elvendale based popular web series,"['kid', 'tv']",2017,1 Season,United States,TV-Y7,603,14
0,little evil,adam scott evangeline lilly bridget everett owen atlas chris delia donald faison clancy brown tyler labine kyle bornheimer carla gallo brad williams sally field,comedy horror movie,horrorcomedy recently married man want bond stepson begin fear boy demon,"['comedy', 'horror', 'movie']",2017,95 min,United States,TV-MA,603,11
0,manoranjan,sanjeev kumar zeenat aman shammi kapoor dev kumar madan puri paintal asit kumar sen agha murad shefali,comedy international movie music musical,getting fired police officer connects prostitute met job redlight district set keep street,"['comedy', 'international', 'movie', 'music', 'musical']",1974,162 min,India,TV-14,251,9
0,mujrim,mithun chakraborty madhuri dixit suresh oberoi shakti kapoor pallavi joshi gulshan grover amrish puri nutan jagdeep sharat saxena,action adventure drama international movie,jailed teenager shankar unable stay right side law ever since despite wife plea mother rejection,"['action', 'adventure', 'drama', 'international', 'movie']",1989,163 min,India,TV-14,251,9
1,narcos,wagner moura pedro pascal boyd holbrook damián alcázar alberto ammann francisco denis pêpê rapazote matias varela michael stahldavid matt whelan arturo castro javier cámara josé maría yazpik eric lange brett cullen miguel ángel silvestre kerry bishé paulina gaitán cristina umaña paulina garcía juan sebastián calero joanna christie taliana vargas andrea londo manolo cardona diego cataño raúl méndez bruno bichir stephanie sigman florencia lozano juan pablo raba leynar gomez konstantin melikhov martina garcía maurice compte mauricio cujar jorge monterrosa germán jaramillo juan pablo shuk julián díaz alejandro buitrago federico rivera,crime tv show tv action adventure tv drama,true story colombia infamously violent powerful drug cartel fuel gritty gangster drama series,"['crime', 'tv', 'show', 'tv', 'action', 'adventure', 'tv', 'drama']",2017,3 Seasons,"United States, Colombia, Mexico",TV-MA,638,11
0,offline da leben ist kein bonuslevel,moritz jahn mala emde ugur ekeroglu david schütter hannes wegener yung ngo kida khodr ramadan,action adventure comedy international movie,competitive gamer jan find life thrown loop bitter rival hack identity highstakes tournament,"['action', 'adventure', 'comedy', 'international', 'movie']",2016,89 min,Germany,TV-MA,212,11
0,resurface,unknown,documentary sport movie,suicidal war veteran find likeminded soul surf therapy program help traumatized soldier heal riding wave,"['documentary', 'sport', 'movie']",2017,28 min,United States,TV-MA,603,11
0,rocco,rocco siffredi,documentary international movie,italian porn star rocco siffredi showcased documentary shadow legendary performer final year front camera,"['documentary', 'international', 'movie']",2016,103 min,France,TV-MA,162,11
0,sohni mahiwal,zeenat aman pran tanuja poonam dhillon,drama international movie romantic movie,violently separated woman love young man must disguise order keep meeting,"['drama', 'international', 'movie', 'romantic', 'movie']",1984,160 min,"India, Soviet Union",TV-14,264,9
0,distinguished citizen,oscar martínez dady brieva andrea frigerio nora navas manuel vicente belén chavanne marcelo dandrea gustavo garzón,comedy drama international movie,worried ’ lost artistic edge wealthy expat novelist return backwater hometown argentina ’ regarded local hero,"['comedy', 'drama', 'international', 'movie']",2016,113 min,"Argentina, Spain",TV-MA,9,11
0,guardian brother,edward norton dan fogler mike birbiglia bella thorne randall park mel brook nicole kidman meryl streep,child family movie comedy,chinese family soup shop targeted sabotage competitor two guardian spirit world leave retirement protect,"['child', 'family', 'movie', 'comedy']",2016,86 min,China,TV-G,105,10
0,last shaman,james freeman,documentary international movie,lastditch effort prevent suicide clinically depressed young man travel amazon engage ancient hallucinatory ritual,"['documentary', 'international', 'movie']",2016,83 min,"United Kingdom, Italy, Israel, Peru, United States",TV-14,562,9
0,lost brother,leonardo sbaraglia daniel hendler ángela molina alián devetac pablo cedrón alejandra flechner,drama international movie,settling affair murdered mother brother man partner local thug life insurance scam putting dark path,"['drama', 'international', 'movie']",2017,113 min,"Argentina, Uruguay, Spain, France",TV-MA,13,11
0,todo sobre el asado,el negro álvarez,documentary international movie,quirky examination argentina culture custom cuisine slice country traditional barbecue – meal ritual,"['documentary', 'international', 'movie']",2016,86 min,Argentina,TV-MA,2,11
0,ryan hamilton happy face,ryan hamilton,standup comedy,smalltown import ryan hamilton charm new york folksy comic observation bigcity life hotair ballooning going disney world alone,"['standup', 'comedy']",2017,57 min,United States,TV-14,603,9
0,buster mal heart,ramus malek dj qualls kate lyn sheil sukha belle potter toby hus lin shaye mark kelly bruce bundy teresa yenque sandra elli lafferty nicholas pryor,independent movie thriller,run authority troubled man recall mysterious event – strange drifter – inspired unusual transformation,"['independent', 'movie', 'thriller']",2016,98 min,United States,TV-MA,603,11
0,berlin syndrome,matthias habich max riemelt teresa palmer lucie aron emma bading,international movie thriller,start passionate onenight stand quickly turn sinister clare learns shes locked inside andis apartment way,"['international', 'movie', 'thriller']",2017,116 min,Australia,R,15,8
0,death note,willem dafoe nat wolff lakeith stanfield margaret qualley shea whigham paul nakauchi jason liles,horror movie thriller,light turner find supernatural notebook us mete death attracting attention detective demon girl class,"['horror', 'movie', 'thriller']",2017,100 min,United States,TV-MA,603,11
0,lynne koplitz hormonal beast,lynne koplitz,standup comedy,unabashed comedian lynne koplitz offer woman take crazy benefit childlessness three thing men really want,"['standup', 'comedy']",2017,51 min,United States,TV-MA,603,11
1,dinotrux,andrew francis richard ian cox ashleigh ball matt hill brian drummond paul dobson,kid tv,half dinosaur half construction truck fullon fun watch giant ty rux little buddy revvit crew come facetoface evil dstructs,"['kid', 'tv']",2017,5 Seasons,United States,TV-Y7,603,14
1,marvel defender,charlie cox krysten ritter mike colter finn jones sigourney weaver elodie yung elden henson jessica henwick simone missick rachael taylor deborah ann woll rosario dawson carrieanne moss eka darville scott glenn,crime tv show tv action adventure tv drama,daredevil jessica jones luke cage iron fist join force take common enemy sinister conspiracy threatens new york city,"['crime', 'tv', 'show', 'tv', 'action', 'adventure', 'tv', 'drama']",2017,1 Season,United States,TV-MA,603,11
0,undefeated,montrail money brown oc brown bill courtney chavis daniel,documentary sport movie,inspirational profile innercity high school football team valiant effort reach school firstever playoff game,"['documentary', 'sport', 'movie']",2011,113 min,United States,PG-13,603,7
0,happened monday,noomi rapace willem dafoe glenn close marwan kenzari christian rubeck pål sverre hagen tomiwa edun cassie clare cameron jack clara read robert wagner,action adventure scifi fantasy,future strict onechild policy six septuplets must avoid government detection searching missing sister,"['action', 'adventure', 'scifi', 'fantasy']",2017,124 min,"United Kingdom, France, United States, Belgium",TV-MA,543,11
1,20 minute,tuba büyüküstün ilker aksum bülent emin yarar i̇pek bilgin müjde uzman firat çelik ayten uncuoglu cihat tamer,crime tv show international tv show tv drama,wife convicted murder horrified family man race prove innocence dogged investigator set uncover truth,"['crime', 'tv', 'show', 'international', 'tv', 'show', 'tv', 'drama']",2013,1 Season,Turkey,TV-MA,492,11
0,brad paisley comedy rodeo,brad paisley nate bargatze john heffron jon reep sarah tiana mike e winfield,music musical standup comedy,country music star brad paisley host night music laugh comic nate bargatze john heffron jon reep sarah tiana mike e winfield,"['music', 'musical', 'standup', 'comedy']",2017,63 min,United States,TV-MA,603,11
0,colin quinn unconstitutional,colin quinn,standup comedy,new york comedian colin quinn writes star live oneman stage show dissects deconstructs u constitutional history,"['standup', 'comedy']",2015,56 min,United States,TV-MA,603,11
1,million yen woman,yojiro noda rila fukushima rena matsui miwako wagatsuma rena takeda yuko araki yuya endo kaito yoshimura moeka hoshi juri ihata mariko tsutsui kanji furutachi tetsuhiro ikeda takashi yamanaka tomoya nakamura lily franky,crime tv show international tv show tv drama,five beautiful mysterious woman move unsuccessful novelist shin manages odd household exchange tidy monthly sum,"['crime', 'tv', 'show', 'international', 'tv', 'show', 'tv', 'drama']",2017,1 Season,Japan,TV-MA,319,11
0,outcast,victoria justice eden sher ashley rickards claudia lee katie chang peyton list jazmyn richardson avan jogia peltz,comedy,failing strike truce school queen bee two misfit best friend lead nerd uprising turn social hierarchy head,['comedy'],2017,94 min,United States,TV-14,603,9
0,chocolate city vega strip,robert richard darrin dewitt henson ginuwine gilbert saldivar keith carlos michael bolwaire willie taylor michael jai white vivica fox mekhi phifer,drama,exotic dancer chocolate city get back together trip la vega chance 500000 prize money,['drama'],2017,90 min,United States,TV-MA,603,11
0,los herederos,máximo hollander sebastián aguirre úrsula pruneda rodrigo mendoza germán bracco tomás manterola regina soto diego velázquez mónica del carmen josé egüez pablo cruz,drama international movie,spurred boredom peer pressure group suburban teen becomes increasingly violent find path intersecting parent,"['drama', 'international', 'movie']",2015,71 min,Mexico,TV-MA,342,11
0,naked,marlon wayans regina hall dennis haysbert loretta devine eliza coupe scott foley jt jackson brian mcknight cory hardrict neil brown jr david sheridan minka kelly,comedy romantic movie,robs madly love married unfortunately he also naked stuck elevator caught time loop,"['comedy', 'romantic', 'movie']",2017,97 min,United States,TV-14,603,9
0,demonic,maria bello frank grillo cody horn dustin milligan megan park scott mechlowicz aaron yoo alex goode terence rosemore jesse steccato,horror movie independent movie,amateur ghost hunter visit abandoned house investigation turn massacre leaving question detective psychologist,"['horror', 'movie', 'independent', 'movie']",2015,83 min,United States,R,603,8
0,saint,adam rayner eliza dushku ian ogilvy james remar roger moore enrique murciano thomas kretschmann beatrice rosen greg grunberg yani gellman,action adventure,master thief simon templar – also known saint – hired wealthy banker find kidnapped daughter seems,"['action', 'adventure']",2017,92 min,United States,TV-14,603,9
0,baahubali 2 conclusion hindi version,prabhas rana daggubati anushka shetty tamannaah bhatia sathyaraj ramya krishnan nassar subbaraju,action adventure drama international movie,avenge father death young man lead army battle cruel tyrant hindi conclusion historic saga,"['action', 'adventure', 'drama', 'international', 'movie']",2017,165 min,India,TV-MA,251,11
0,baahubali 2 conclusion malayalam version,prabhas rana daggubati anushka shetty tamannaah bhatia sathyaraj ramya krishnan nassar subbaraju,action adventure drama international movie,avenge father death young man lead army battle cruel tyrant malayalam conclusion historic saga,"['action', 'adventure', 'drama', 'international', 'movie']",2017,166 min,Unknown,TV-14,736,9
0,baahubali 2 conclusion tamil version,prabhas rana daggubati anushka shetty tamannaah bhatia sathyaraj ramya krishnan nassar subbaraju,action adventure drama international movie,avenge father death young man lead army battle cruel tyrant tamil conclusion historic saga,"['action', 'adventure', 'drama', 'international', 'movie']",2017,166 min,Unknown,TV-MA,736,11
0,baahubali beginning hindi version,prabhas rana daggubati anushka shetty tamannaah bhatia sathyaraj nassar ramya krishnan sudeep,action adventure drama international movie,villager kingdom mahismati rescue baby destined embark heroic quest hindi version s rajamoulis epic,"['action', 'adventure', 'drama', 'international', 'movie']",2015,159 min,India,TV-14,251,9
0,baahubali beginning malayalam version,prabhas rana daggubati anushka shetty tamannaah bhatia sathyaraj nassar ramya krishnan sudeep,action adventure drama international movie,villager kingdom mahismati rescue baby destined embark heroic quest malayalam version s rajamoulis epic,"['action', 'adventure', 'drama', 'international', 'movie']",2015,160 min,Unknown,TV-14,736,9
0,baahubali beginning tamil version,prabhas rana daggubati anushka shetty tamannaah bhatia sathyaraj nassar ramya krishnan sudeep,action adventure drama international movie,villager kingdom mahismati rescue baby destined embark heroic quest tamil version s rajamoulis epic,"['action', 'adventure', 'drama', 'international', 'movie']",2015,159 min,Unknown,TV-14,736,9
0,lego marvel super hero avenger reassembled,laura bailey troy baker eric bauza ben diskin grant george jp karliak jim meskimen bumper robinson roger craig smith fred tatasciore travis willingham mick wingert,child family movie,ultron seizes control iron man armor avenger race save friend stop evil plot take world,"['child', 'family', 'movie']",2015,22 min,United States,TV-Y7,603,14
0,enter warrior gate,jeff daniel jack oconnell michelle dockery scoot mcnairy merritt wever thomas brodiesangster francis ng ni ni,action adventure international movie scifi fantasy,avid gamer magically transported ancient china must become warrior order save princess evil warlord,"['action', 'adventure', 'international', 'movie', 'scifi', 'fantasy']",2016,105 min,"France, Canada, China, Cambodia",PG-13,175,7
0,alan saldaña mi vida de pobre,alan saldaña,standup comedy,mexican comic alan saldaña fun everything pressure sitting exit row maxing credit card standup special,"['standup', 'comedy']",2017,54 min,Mexico,TV-MA,342,11
0,icarus,bryan fogel grigory rodchenkov,documentary sport movie,american filmmaker cyclist unwittingly wade global scandal russian scientist leak shocking detail vast doping conspiracy,"['documentary', 'sport', 'movie']",2017,121 min,United States,TV-MA,603,11
0,message king,chadwick boseman luke evans teresa palmer alfred molina natalie martinez tom felton dale dickey sibongile mlambo,independent movie thriller,relentless quest avenge sister murder man cape town infiltrates sprawling network lowlife elite los angeles,"['independent', 'movie', 'thriller']",2017,103 min,"United Kingdom, France, Belgium, United States",R,535,8
1,wet hot american summer ten year later,elizabeth bank lake bell h jon benjamin michael ian black sarah burn josh charles jai courtney beth dover john early mark feuerstein janeane garofalo skyler gisondo nina hellman samm levine joe lo truglio ken marino christopher meloni alyssa milano ad mile marguerite moreau eric nenninger zak orth david hyde pierce chris pine amy poehler paul rudd jason schwartzman adam scott molly shannon michael showalter rich sommer david wain kristen wiig,tv comedy,decade wild summer junior counselor gang reunites weekend bonding hankypanky hairraising adventure,"['tv', 'comedy']",2017,1 Season,United States,TV-MA,603,11
0,invisible guardian,marta etura elvira mínguez francesc orella itziar aizpuru nene miquel fernández pedro casablanc colin mcfarlane benn northover,international movie thriller,fbitrained cop return navarre hometown catch killer targeting local teen must also face personal demon past,"['international', 'movie', 'thriller']",2017,129 min,"Spain, Germany",TV-MA,458,11
